name;score;Rating_id;Genre_id;year;director;Countries_id;company;runtime
The Waterdance;6.8;3;7;1992;Neal Jimenez;1;No Frills Film Production;106
Year of the Comet;5.8;1;0;1992;Peter Yates;1;Castle Rock Entertainment;91
This Is My Life;6.1;1;7;1992;Nora Ephron;1;Twentieth Century Fox;105
Mistress;5.4;3;15;1992;Barry Primus;1;Meir Teper;110
Passed Away;5.8;1;15;1992;Charlie Peters;1;Hollywood Pictures;96
Blame It on the Bellboy;5.5;1;15;1992;Mark Herman;22;Bellboy Films Limited;78
Leaving Normal;6.6;3;15;1992;Edward Zwick;1;Mirage Entertainment;110
House of Angels;6.4;3;15;1992;Colin Nutley;8;Memfis Film;127
The Long Day Closes;7.4;6;11;1992;Terence Davies;22;British Film Institute (BFI);85
Once Upon a Time in 15 III;6.8;3;0;1992;Hark Tsui;0;Golden Harvest Company;109
Shadow of the Wolf;5.7;1;1;1992;Jacques Dorfmann;17;Vision International;112
The Gun in Betty Lou's Handbag;5.1;1;15;1992;Allan Moyle;1;In The Bag Productions;89
Tombstone;7.8;3;0;1993;George P. Cosmatos;1;Hollywood Pictures;130
The Sandlot;7.8;6;15;1993;David Mickey Evans;1;Twentieth Century Fox;101
Jurassic Park;8.1;1;0;1993;Steven Spielberg;1;Universal Pictures;127
Dazed and Confused;7.6;3;15;1993;Richard Linklater;1;Gramercy Pictures (I);102
Schindler's List;8.9;3;11;1993;Steven Spielberg;1;Universal Pictures;195
True 3;7.9;3;10;1993;Tony Scott;1;Morgan Creek Entertainment;119
Naked;7.8;11;15;1993;Mike Leigh;22;Thin Man Films;132
Robin Hood: Men in Tights;6.7;1;1;1993;Mel Brooks;17;Brooksfilms;104
A Bronx Tale;7.8;3;10;1993;Robert De Niro;1;Price Entertainment;121
What's Eating Gilbert Grape;7.7;1;7;1993;Lasse Hallström;1;Paramount Pictures;118
Hocus Pocus;6.9;6;15;1993;Kenny Ortega;1;Walt Disney Pictures;96
Carlito's Way;7.9;3;10;1993;Brian De Palma;1;Universal Pictures;144
Mrs. Doubtfire;7.0;1;15;1993;Chris Columbus;1;Twentieth Century Fox;125
The Fugitive;7.8;1;0;1993;Andrew Davis;1;Warner Bros.;130
Demolition Man;6.7;3;0;1993;Marco Brambilla;1;Warner Bros.;115
Dennis the Menace;5.6;6;15;1993;Nick Castle;1;Warner Bros.;94
Falling Down;7.6;3;0;1993;Joel Schumacher;1;Alcor Films;113
The Pelican Brief;6.6;1;10;1993;Alan J. Pakula;1;Warner Bros.;141
The Firm;6.8;3;7;1993;Sydney Pollack;1;Davis Entertainment;154
Last 0 Hero;6.4;1;0;1993;John McTiernan;1;Columbia Pictures;130
Sister Act 2: Back in the Habit;5.6;6;15;1993;Bill Duke;1;Touchstone Pictures;107
Groundhog Day;8.0;6;15;1993;Harold Ramis;1;Columbia Pictures;101
Philadelphia;7.7;1;7;1993;Jonathan Demme;1;TriStar Pictures;125
Super Mario Bros.;4.1;6;1;1993;Annabel Jankel;22;Allied Filmmakers;104
Sleepless in Seattle;6.8;6;15;1993;Nora Ephron;1;TriStar Pictures;105
Cliffhanger;6.4;3;0;1993;Renny Harlin;1;Carolco Pictures;113
The Piano;7.6;3;7;1993;Jane Campion;26;CiBy 2000;121
The Nightmare Before Christmas;8.0;6;14;1993;Henry Selick;1;Touchstone Pictures;76
Rookie of the Year;6.1;6;15;1993;Daniel Stern;1;Twentieth Century Fox;103
Blood In, Blood Out;8.0;3;10;1993;Taylor Hackford;1;Hollywood Pictures;180
In the Name of the Father;8.1;3;11;1993;Jim Sheridan;14;Hell's Kitchen Films;133
Alive;7.1;3;11;1993;Frank Marshall;1;Film Andes S.A.;120
Addams 13 Values;6.8;1;15;1993;Barry Sonnenfeld;1;Paramount Pictures;94
Indecent Proposal;6.0;3;7;1993;Adrian Lyne;1;Paramount Pictures;117
In the Line of Fire;7.2;3;0;1993;Wolfgang Petersen;1;Columbia Pictures;128
The Age of Innocence;7.2;6;7;1993;Martin Scorsese;1;Columbia Pictures;139
Menace II Society;7.5;3;10;1993;Albert Hughes;1;New Line Cinema;97
Gettysburg;7.6;6;7;1993;Ron Maxwell;1;TriStar Television;271
The Three Musketeers;6.4;6;0;1993;Stephen Herek;11;Walt Disney Pictures;105
Homeward Bound: The Incredible Journey;6.9;7;1;1993;Duwayne Dunham;1;Touchwood Pacific Partners 1;84
The Secret Garden;7.3;7;7;1993;Agnieszka Holland;22;Warner Bros.;101
Free Willy;6.0;6;1;1993;Simon Wincer;1;Warner Bros. 13 Entertainment;112
RoboCop 3;4.1;1;0;1993;Fred Dekker;1;Orion Pictures;104
The Remains of the Day;7.8;6;7;1993;James Ivory;1;Columbia Pictures;134
Hard Target;6.2;3;0;1993;John Woo;1;Universal Pictures;97
Fire in the Sky;6.5;1;11;1993;Robert Lieberman;1;Paramount Pictures;109
Cool Runnings;7.0;6;1;1993;Jon Turteltaub;1;Walt Disney Pictures;98
Dave;6.8;1;15;1993;Ivan Reitman;1;Warner Bros.;110
Kalifornia;6.7;3;10;1993;Dominic Sena;1;PolyGram Filmed Entertainment;117
Benny & Joon;7.2;6;15;1993;Jeremiah S. Chechik;1;Metro-Goldwyn-Mayer (MGM);98
Sliver;5.0;3;7;1993;Phillip Noyce;1;Paramount Pictures;107
Rudy;7.5;6;11;1993;David Anspaugh;1;TriStar Pictures;114
Coneheads;5.3;6;15;1993;Steve Barron;1;Paramount Pictures;88
So I Married an Axe Murderer;6.5;1;15;1993;Thomas Schlamme;1;TriStar Pictures;93
Hot Shots! Part Deux;6.6;1;0;1993;Jim Abrahams;1;Twentieth Century Fox;86
Much Ado About Nothing;7.3;1;15;1993;Kenneth Branagh;22;Renaissance Films;111
The Crush;5.8;3;7;1993;Alan Shapiro;1;Morgan Creek Entertainment;89
Loaded Weapon 1;6.2;1;0;1993;Gene Quintano;1;New Line Cinema;84
This Boy's Life;7.3;3;11;1993;Michael Caton-Jones;1;Knickerbocker Films;115
Three Colors: Blue;7.9;3;7;1993;Krzysztof Kieslowski;17;MK2 Productions;94
Grumpy Old Men;7.0;1;15;1993;Donald Petrie;1;John Davis;103
A Perfect World;7.5;1;10;1993;Clint Eastwood;1;Warner Bros.;138
Leprechaun;4.8;3;15;1993;Mark Jones;1;Trimark Pictures;92
Malice;6.4;3;10;1993;Harold Becker;27;Castle Rock Entertainment;107
What's Love Got to Do with It;7.3;3;11;1993;Brian Gibson;1;Touchstone Pictures;118
Short Cuts;7.7;3;15;1993;Robert Altman;1;Fine Line Features;188
Son in Law;5.8;1;15;1993;Steve Rash;1;Hollywood Pictures;95
Striking Distance;5.9;3;0;1993;Rowdy Herrington;1;Columbia Pictures;102
Return of the Living Dead III;5.9;0;2;1993;Brian Yuzna;1;Bandai Visual Company;97
Searching for Bobby Fischer;7.4;6;11;1993;Steven Zaillian;1;Mirage Enterprises;109
Jason Goes to Hell: the Final Friday;4.2;0;12;1993;Adam Marcus;1;New Line Cinema;87
Matinee;6.9;6;15;1993;Joe Dante;1;Universal Pictures;99
The Good Son;6.4;3;7;1993;Joseph Ruben;1;Twentieth Century Fox;87
The Beverly Hillbillies;5.0;6;15;1993;Penelope Spheeris;1;Twentieth Century Fox;92
Beethoven's 2nd;4.9;6;15;1993;Rod Daniel;1;Northern Lights Entertainment;89
Killing Zoe;6.5;3;10;1993;Roger Avary;17;Davis-Films;96
Cronos;6.7;3;12;1993;Guillermo del Toro;34;CNCAIMC;94
Geronimo: An American Legend;6.5;1;7;1993;Walter Hill;1;Columbia Pictures;115
Wayne's World 2;6.2;1;15;1993;Stephen Surjik;1;Paramount Pictures;95
Point of No Return;6.1;3;0;1993;John Badham;1;Warner Bros.;109
Boxing Helena;4.7;3;7;1993;Jennifer Lynch;1;Mainline Pictures;107
Romeo Is Bleeding;6.6;3;10;1993;Peter Medak;22;Polygram Filmed Entertainment;110
Rising Sun;6.3;3;0;1993;Philip Kaufman;1;Twentieth Century Fox;129
For Love or Money;6.2;6;15;1993;Barry Sonnenfeld;1;Universal Pictures;96
Teenage Mutant Ninja Turtles III;4.8;6;0;1993;Stuart Gillard;1;Golden Harvest Company;96
Body Snatchers;6.0;3;2;1993;Abel Ferrara;1;Dorset Productions;87
Stalingrad;7.5;11;7;1993;Joseph Vilsmaier;38;B.A. Produktion;134
Airborne;6.3;6;1;1993;Rob Bowman;1;Icon Entertainment International;91
The Thing Called Love;6.4;1;15;1993;Peter Bogdanovich;1;Paramount Pictures;116
The Vanishing;6.3;3;7;1993;George Sluizer;1;Twentieth Century Fox;109
The House of the Spirits;6.9;3;7;1993;Bille August;4;Constantin Film;140
Undercover Blues;6.1;1;15;1993;Herbert Ross;1;Metro-Goldwyn-Mayer (MGM);90
Little Buddha;6.1;6;7;1993;Bernardo Bertolucci;17;CiBy 2000;123
Dragon;7.0;1;0;1993;Rob Cohen;1;Raffaella De Laurentiis Productions;120
Poetic Justice;6.1;3;7;1993;John Singleton;1;Columbia Pictures;109
The Joy Luck Club;7.7;3;7;1993;Wayne Wang;1;Hollywood Pictures;139
The Cement Garden;7.1;11;7;1993;Andrew Birkin;17;British Broadcasting Corporation (BBC);101
Untamed Heart;6.8;1;7;1993;Tony Bill;1;Metro-Goldwyn-Mayer (MGM);102
Batman: Mask of the Phantasm;7.8;6;14;1993;Directors;1;Warner Bros. 14;76
Freaked;6.4;1;15;1993;Tom Stern;1;Chiodo Brothers Productions;80
Swing Kids;6.8;1;7;1993;Thomas Carter;1;Hollywood Pictures;112
Heart and Souls;7.0;1;15;1993;Ron Underwood;1;Universal Pictures;104
Needful Things;6.3;3;10;1993;Fraser C. Heston;1;Castle Rock Entertainment;120
Ruby in Paradise;7.0;3;7;1993;Victor Nunez;1;Full Crew/Say Yea;114
Six Degrees of Separation;6.8;3;15;1993;Fred Schepisi;1;Metro-Goldwyn-Mayer (MGM);112
The Man Without a Face;6.7;1;7;1993;Mel Gibson;1;Icon Entertainment International;115
Farewell My Concubine;8.1;3;7;1993;Kaige Chen;15;Tomson Films;171
Sniper;6.1;3;0;1993;Luis Llosa;1;Baltimore Pictures;98
Judgment Night;6.6;3;0;1993;Stephen Hopkins;21;Largo Entertainment;110
Shadowlands;7.3;6;11;1993;Richard Attenborough;22;Price Entertainment;131
Arizona Dream;7.3;3;15;1993;Emir Kusturica;17;Canal+;142
Nowhere to Run;5.7;3;0;1993;Robert Harmon;1;Columbia Pictures;94
King of the Hill;7.4;1;7;1993;Steven Soderbergh;1;Wildwood Enterprises;103
Mad Dog and Glory;6.2;3;15;1993;John McNaughton;1;Universal Pictures;97
We're Back! A Dinosaur's Story;6.1;7;14;1993;Directors;1;Universal Pictures;72
Red Rock West;7.0;3;10;1993;John Dahl;1;Propaganda Films;98
The Program;6.5;3;0;1993;David S. Ward;1;Touchstone Pictures;112
Ghost in the Machine;4.6;3;2;1993;Rachel Talalay;1;Twentieth Century Fox;95
Fearless;7.1;3;7;1993;Peter Weir;1;Spring Creek Productions;122
Manhattan Murder 16;7.3;6;15;1993;Woody Allen;1;TriStar Pictures;104
Surf Ninjas;5.1;6;0;1993;Neal 35;1;New Line Cinema;87
Weekend at Bernie's II;4.8;6;1;1993;Robert Klane;1;Artimm;97
Les visiteurs;7.1;3;15;1993;Jean-Marie Poiré;17;Alpilles Productions;107
The 1s of Huck Finn;6.2;6;1;1993;Stephen Sommers;1;Steve White Productions;108
Made in America;5.1;1;15;1993;Richard Benjamin;1;Canal+;111
Dream Lover;6.2;3;7;1993;Nicholas Kazan;1;PolyGram Filmed Entertainment;103
M. Butterfly;6.8;3;7;1993;David Cronenberg;1;Geffen Pictures;101
The Dark Half;6.0;3;2;1993;George A. Romero;1;Orion Pictures;122
Only the Strong;6.6;1;0;1993;Sheldon Lettich;17;August Entertainment;99
My Life;6.8;1;7;1993;Bruce Joel Rubin;1;Capella Films;117
Mi vida loca;6.5;3;10;1993;Allison Anders;1;Channel Four Films;92
Look Who's Talking Now;4.4;1;15;1993;Tom Ropelewski;1;TriStar Pictures;96
The Meteor Man;5.2;6;0;1993;Robert Townsend;1;Metro-Goldwyn-Mayer (MGM);100
Fatal Instinct;5.8;1;15;1993;Carl Reiner;1;Metro-Goldwyn-Mayer (MGM);91
CB4;6.3;3;15;1993;Tamra Davis;1;Imagine Entertainment;89
Calendar Girl;5.1;1;15;1993;John Whitesell;1;Parkway Productions;90
Heaven & Earth;6.8;3;0;1993;Oliver Stone;1;Alcor Films;140
Indian Summer;6.6;1;15;1993;Mike Binder;27;Outlaw Productions (I);97
Once Upon a Forest;6.5;7;14;1993;Charles Grosvenor;22;Hanna-Barbera Productions;71
Posse;5.5;3;5;1993;Mario Van Peebles;22;PolyGram Filmed Entertainment;111
Flesh and Bone;6.2;3;7;1993;Steve Kloves;1;Mirage Enterprises;126
Sommersby;6.2;1;7;1993;Jon Amiel;17;Canal+;114
Even Cowgirls Get the Blues;4.4;3;15;1993;Gus Van Sant;1;New Line Cinema;106
Life with Mikey;5.6;6;15;1993;James Lapine;1;Touchstone Pictures;91
Best of the Best II;5.6;3;0;1993;Robert Radler;1;Picture Securities;101
The Thief and the Cobbler;7.1;7;14;1993;Richard Williams;22;Richard Williams Productions;90
My Boyfriend's Back;5.4;1;15;1993;Bob Balaban;1;Touchstone Pictures;85
Warlock: The Armageddon;5.4;3;0;1993;Anthony Hickox;1;Trimark Pictures;98
The Scent of Green Papaya;7.4;11;7;1993;Anh Hung Tran;12;Les Productions Lazennec;104
Kika;6.5;2;15;1993;Pedro Almodóvar;25;El Deseo;114
Wide Sargasso Sea;5.7;4;7;1993;John Duigan;36;Laughing Kookaburra Productions;98
Iron Monkey;7.5;1;0;1993;Woo-Ping Yuen;0;Film Workshop;85
Mr. Nanny;3.8;6;0;1993;Michael Gottlieb;1;New Line Cinema;84
The Real McCoy;5.5;1;10;1993;Russell Mulcahy;1;Bregman/Baer Productions;105
3 Ninjas: Knuckle Up;4.3;1;0;1993;Sang-ok Shin;1;Sheen Productions;85
Father Hood;4.9;1;1;1993;Darrell Roodt;1;Hollywood Pictures;95
Faraway, So Close!;7.3;1;7;1993;Wim Wenders;38;Road Movies Filmproduktion;140
Dangerous Game;5.6;3;7;1993;Abel Ferrara;33;Cecchi Gori Europa N.V.;108
Deadfall;4.0;3;10;1993;Christopher Coppola;1;Trimark Pictures;98
A Home of Our Own;7.1;6;11;1993;Tony Bill;1;A&M Films;104
A Far Off Place;6.6;6;1;1993;Mikael Salomon;1;Walt Disney Pictures;108
Guilty as Sin;5.6;3;10;1993;Sidney Lumet;1;Hollywood Pictures;107
The Wedding Banquet;7.6;3;15;1993;Ang Lee;29;Ang Lee Productions;106
Another Stakeout;5.6;1;15;1993;John Badham;1;Touchstone Pictures;108
Aspen Extreme;6.0;1;7;1993;Patrick Hasburgh;1;Hollywood Pictures;113
Suture;6.6;11;7;1993;Scott McGehee;1;Kino Korsakoff;96
Blink;6.2;3;10;1993;Michael Apted;1;New Line Cinema;106
Where the Rivers Flow North;6.7;1;7;1993;Jay Craven;1;Caledonia Pictures;106
Sugar Hill;5.9;3;10;1993;Leon Ichaso;1;Beacon Communications;123
Man's Best Friend;5.2;3;15;1993;John Lafia;1;New Line Cinema;87
Mr. Jones;5.8;3;7;1993;Mike Figgis;1;Rastar Productions;114
Carnosaur;3.6;3;2;1993;Adam Simon;1;New Horizons Picture;83
Mr. Wonderful;5.9;1;15;1993;Anthony Minghella;1;Night Life Inc.;98
Cop & ½;4.1;6;15;1993;Henry Winkler;1;Imagine Films Entertainment;97
Madadayo;7.3;0;7;1993;Akira Kurosawa;21;DENTSU 9 And Entertainment;134
Caro diario;7.3;2;11;1993;Nanni Moretti;33;Sacher Film;100
Jack the Bear;6.5;1;15;1993;Marshall Herskovitz;1;Twentieth Century Fox;99
Money for Nothing;5.7;3;15;1993;Ramón Menéndez;1;Permut Presentations;100
Naked in New York;5.6;3;15;1993;Daniel Algrant;1;Some Film;95
Son of the Pink Panther;3.9;6;15;1993;Blake Edwards;33;Filmauro;93
Jung on zo;6.8;3;0;1993;Kirk Wong;0;Golden Harvest Company;103
Totally F***ed Up;6.4;2;15;1993;Gregg Araki;1;Blurco;78
Bodies, Rest & Motion;5.7;3;7;1993;Michael Steinberg;1;Fine Line Features;95
House of Cards;6.2;1;7;1993;Michael Lessac;33;A&M Films;109
Bhaji on the Beach;6.4;3;15;1993;Gurinder Chadha;22;Channel Four Films;101
Silent Tongue;5.3;1;7;1993;Sam Shepard;17;Belbo Films;102
Amos & Andrew;5.7;1;15;1993;E. Max Frye;1;Castle Rock Entertainment;96
Splitting Heirs;5.5;1;15;1993;Robert Young;22;Prominent Features;87
Born Yesterday;5.2;6;15;1993;Luis Mandoki;1;Hollywood Pictures;100
Mother's Boys;5.4;3;7;1993;Yves Simoneau;1;Miramax;96
The Nutcracker;5.9;7;13;1993;Emile Ardolino;1;Krasnow Productions;92
Philadelphia Experiment II;4.5;1;0;1993;Stephen Cornwell;1;Trimark Pictures;97
Blue;7.3;11;11;1993;Derek Jarman;22;Channel 4 Television Corporation;79
Fear of a Black Hat;7.2;3;15;1993;Rusty Cundieff;1;Incorporated Television Company (ITC);88
Ed and His Dead Mother;6.0;1;15;1993;Jonathan Wacks;1;Incorporated Television Company (ITC);93
Boiling Point;5.0;3;0;1993;James B. Harris;1;StudioCanal;92
A Dangerous Woman;5.8;3;7;1993;Stephen Gyllenhaal;1;Island World;102
Josh and S.A.M.;5.7;1;1;1993;Billy Weber;1;Castle Rock Entertainment;96
Ethan Frome;6.2;6;7;1993;John Madden;22;American Playhouse;99
The Night We Never Met;6.0;3;15;1993;Warren Leight;1;Miramax;99
The Shawshank Redemption;9.3;3;7;1994;Frank Darabont;1;Castle Rock Entertainment;142
Pulp Fiction;8.9;3;10;1994;Quentin Tarantino;1;Miramax;154
Forrest Gump;8.8;1;7;1994;Robert Zemeckis;1;Paramount Pictures;142
Léon: The Professional;8.5;3;0;1994;Luc Besson;17;Gaumont;110
True Lies;7.2;3;0;1994;James Cameron;1;Twentieth Century Fox;141
The Lion King;8.5;7;14;1994;Roger Allers;1;Walt Disney Pictures;88
The Mask;6.9;1;0;1994;Chuck Russell;1;New Line Cinema;101
Speed;7.2;3;0;1994;Jan de Bont;1;The Mark Gordon Company;116
Stargate;7.1;1;0;1994;Roland Emmerich;1;Canal+;116
The Little Rascals;6.3;6;15;1994;Penelope Spheeris;1;Universal Pictures;82
Dumb and Dumber;7.3;1;15;1994;Peter Farrelly;1;New Line Cinema;107
Legends of the Fall;7.5;3;7;1994;Edward Zwick;1;TriStar Pictures;133
Natural Born Killers;7.3;3;0;1994;Oliver Stone;1;Warner Bros.;118
The Crow;7.6;3;0;1994;Alex Proyas;1;Crowvision Inc.;102
Interview with the Vampire: the Vampire Chronicles;7.5;3;7;1994;Neil Jordan;1;Geffen Pictures;123
Four Weddings and a Funeral;7.1;3;15;1994;Mike Newell;22;PolyGram Filmed Entertainment;117
The Flintstones;4.9;6;15;1994;Brian Levant;1;Universal Pictures;91
Ace Ventura: Pet Detective;6.9;1;15;1994;Tom Shadyac;1;Morgan Creek Entertainment;86
Little Women;7.3;6;7;1994;Gillian Armstrong;1;Columbia Pictures;115
Street Fighter;4.0;1;0;1994;Steven E. de Souza;21;Capcom Entertainment;102
Chungking Express;8.1;1;15;1994;Kar-Wai Wong;0;Jet Tone Production;102
Clear and Present Danger;6.9;1;0;1994;Phillip Noyce;1;Mace Neufeld Productions;141
D2: The Mighty Ducks;6.1;6;15;1994;Sam Weisman;1;Avnet/Kerner Productions;106
Heavenly Creatures;7.3;3;11;1994;Peter Jackson;26;WingNut Films;99
Clerks;7.7;3;15;1994;Kevin Smith;1;View Askew Productions;92
Camp Nowhere;6.1;6;1;1994;Jonathan Prince;1;Hollywood Pictures;96
Maverick;7.0;6;0;1994;Richard Donner;1;Donner/Shuler-Donner Productions;127
Wyatt Earp;6.7;1;1;1994;Lawrence Kasdan;1;Warner Bros.;191
The Last Seduction;7.1;3;10;1994;John Dahl;22;Incorporated Television Company (ITC);110
The 1s of Priscilla, Queen of the Desert;7.5;3;15;1994;Stephan Elliott;36;PolyGram Filmed Entertainment;104
Little Giants;6.4;6;15;1994;Duwayne Dunham;1;Warner Bros.;107
Ed Wood;7.8;3;11;1994;Tim Burton;1;Touchstone Pictures;127
Star Trek: Generations;6.6;6;0;1994;David Carson;1;Paramount Pictures;118
Disclosure;6.1;3;7;1994;Barry Levinson;1;Warner Bros.;128
Angels in the Outfield;6.2;6;15;1994;William Dear;1;Caravan Pictures;102
In the Mouth of Madness;7.2;3;7;1994;John Carpenter;1;New Line Cinema;95
Richie Rich;5.4;6;15;1994;Donald Petrie;1;Warner Bros.;95
Beverly Hills Cop III;5.6;3;0;1994;John Landis;1;Paramount Pictures;104
Reality Bites;6.6;1;15;1994;Ben Stiller;1;Jersey Films;99
Naked Gun 33 1/3: the Final Insult;6.5;1;15;1994;Peter Segal;1;Paramount Pictures;83
Sirens;5.9;3;15;1994;John Duigan;36;British Screen Finance Ltd.;98
Three Colors: Red;8.1;3;7;1994;Krzysztof Kieslowski;23;MK2 Productions;99
Junior;4.6;1;15;1994;Ivan Reitman;1;Universal Pictures;109
New Nightmare;6.5;3;12;1994;Wes Craven;1;New Line Cinema;112
Baby's Day Out;6.2;6;1;1994;Patrick Read Johnson;1;Twentieth Century Fox;99
The River Wild;6.4;1;1;1994;Curtis Hanson;1;Universal Pictures;111
Airheads;6.1;1;15;1994;Michael Lehmann;1;Twentieth Century Fox;92
Texas Chainsaw Massacre: The Next Generation;3.3;3;15;1994;Kim Henkel;1;Ultra Muchos Productions;87
The Next Karate Kid;4.5;6;0;1994;Christopher Cain;1;Columbia Pictures;107
Blown Away;6.2;3;0;1994;Stephen Hopkins;1;Metro-Goldwyn-Mayer (MGM);121
Color of Night;5.2;3;16;1994;Richard Rush;1;Cinergi Pictures Entertainment;121
North;4.5;6;1;1994;Rob Reiner;1;Castle Rock Entertainment;87
Muriel's Wedding;7.2;3;15;1994;P.J. Hogan;36;CiBy 2000;106
The Client;6.7;1;10;1994;Joel Schumacher;1;Warner Bros.;119
Blank Check;5.3;6;15;1994;Rupert Wainwright;1;Walt Disney Pictures;93
It Could Happen to You;6.4;6;15;1994;Andrew Bergman;1;TriStar Pictures;101
Only You;6.5;6;15;1994;Norman Jewison;1;TriStar Pictures;109
Once Were Warriors;7.9;3;10;1994;Lee Tamahori;26;Communicado Productions;102
Wolf;6.2;3;7;1994;Mike Nichols;1;Columbia Pictures;125
Mary Shelley's Frankenstein;6.4;3;7;1994;Kenneth Branagh;1;TriStar Pictures;123
Exit to Eden;4.3;3;15;1994;Garry Marshall;1;Savoy Pictures;113
The Jungle Book;6.0;6;1;1994;Stephen Sommers;1;Vegahom Europe;111
The Hudsucker Proxy;7.2;6;15;1994;Joel Coen;22;PolyGram Filmed Entertainment;111
Timecop;5.9;3;0;1994;Peter Hyams;1;Largo Entertainment;99
The Santa Clause;6.5;6;15;1994;John Pasquin;1;Walt Disney Pictures;97
The Specialist;5.6;3;0;1994;Luis Llosa;1;Warner Bros.;110
The Pagemaster;6.1;7;14;1994;Pixote Hunt;1;Twentieth Century Fox;80
Shallow Grave;7.3;3;10;1994;Danny Boyle;22;Channel Four Films;89
Serial Mom;6.8;3;15;1994;John Waters;1;Savoy Pictures;95
Bad Girls;5.2;3;0;1994;Jonathan Kaplan;1;Twentieth Century Fox;99
The Shadow;6.1;1;0;1994;Russell Mulcahy;1;Universal Pictures;108
When a Man Loves a Woman;6.6;3;7;1994;Luis Mandoki;1;Touchstone Pictures;126
Blue Sky;6.4;1;7;1994;Tony Richardson;1;Orion Pictures;101
Quiz Show;7.5;1;11;1994;Robert Redford;1;Baltimore Pictures;133
Surviving the Game;6.2;3;0;1994;Ernest R. Dickerson;1;New Line Cinema;96
My Father the Hero;5.5;6;15;1994;Steve Miner;17;Touchstone Pictures;90
Nell;6.5;1;7;1994;Michael Apted;1;Egg Pictures;112
Three Colors: White;7.6;3;15;1994;Krzysztof Kieslowski;23;MK2 Productions;92
My Girl 2;5.3;6;15;1994;Howard Zieff;1;Imagine Films Entertainment;99
Chasers;5.1;3;0;1994;Dennis Hopper;1;Morgan Creek Entertainment;102
The Getaway;5.8;3;0;1994;Roger Donaldson;1;Universal Pictures;115
Major League II;5.6;6;15;1994;David S. Ward;1;Warner Bros.;105
Torment;7.1;11;10;1994;Claude Chabrol;17;MK2 Productions;102
Don Juan DeMarco;6.7;1;15;1994;Jeremy Leven;1;New Line Cinema;97
Exotica;7.1;3;7;1994;Atom Egoyan;27;Alliance Entertainment;103
Clifford;5.5;6;15;1994;Paul Flaherty;1;Orion Pictures;90
Thumbelina;6.4;7;14;1994;Don Bluth;14;Don Bluth;86
Double Dragon;3.8;1;0;1994;James Yukich;1;Greenleaf Productions;96
Death and the Maiden;7.3;3;7;1994;Roman Polanski;22;Fine Line Features;103
PCU;6.6;1;15;1994;Hart Bochner;1;Twentieth Century Fox;79
The Postman;7.7;6;11;1994;Michael Radford;33;Cecchi Gori Group Tiger Cinematografica;108
8 Seconds;6.6;1;11;1994;John G. Avildsen;1;Jersey Films;105
The Madness of King George;7.2;1;11;1994;Nicholas Hytner;22;The Samuel Goldwyn Company;110
Of Love and Shadows;5.1;3;7;1994;Betty Kaplan;1;Aleph Producciones S.A.;103
Nobody's Fool;7.4;3;15;1994;Robert Benton;1;Capella International;110
Wagons East;4.8;1;1;1994;Peter Markle;1;Carolco Pictures;107
The Secret of Roan Inish;7.5;6;7;1994;John Sayles;1;Jones Entertainment Group;103
Above the Rim;6.6;3;10;1994;Jeff Pollack;1;New Line Cinema;96
Greedy;6.3;1;15;1994;Jonathan Lynn;1;Imagine Entertainment;113
With Honors;6.7;1;15;1994;Alek Keshishian;1;Spring Creek Productions;101
Police Academy: Mission to Moscow;3.5;6;15;1994;Alan Metter;1;Warner Bros.;83
Little Big League;6.1;6;15;1994;Andrew Scheinman;1;Castle Rock Entertainment;119
On Deadly Ground;4.6;3;0;1994;Steven Seagal;1;Seagal/Nasso Productions;101
Ready to Wear;5.2;3;15;1994;Robert Altman;1;Etalon Film;133
Bullets Over Broadway;7.4;3;15;1994;Woody Allen;1;Miramax;98
Queen Margot;7.4;3;11;1994;Patrice Chéreau;17;Renn Productions;159
Crooklyn;7.0;1;15;1994;Spike Lee;1;Universal Pictures;115
Spanking the Monkey;6.3;2;15;1994;David O. Russell;1;Buckeye Films;100
The Legend of Drunken Master;7.6;3;0;1994;Chia-Liang Liu;0;Golden Harvest Company;102
Intersection;5.4;3;7;1994;Mark Rydell;1;Paramount Pictures;98
Sister My Sister;6.6;3;7;1994;Nancy Meckler;22;British Screen Productions;86
Miracle on 34th Street;6.5;6;13;1994;Les Mayfield;1;Twentieth Century Fox;114
The Swan Princess;6.5;7;14;1994;Richard Rich;1;Nest 13 Entertainment;90
Threesome;6.3;3;15;1994;Andrew Fleming;1;Motion Picture Corporation of America (MPCA);93
The War;6.8;1;7;1994;Jon Avnet;1;Island World;126
The Chase;5.8;1;0;1994;Adam Rifkin;1;Capitol Films;94
Milk Money;5.6;1;15;1994;Richard Benjamin;1;Paramount Pictures;110
Renaissance Man;6.2;1;15;1994;Penny Marshall;1;Cinergi Pictures Entertainment;128
S.F.W.;5.8;3;15;1994;Jefery Levy;1;Polygram Filmed Entertainment;96
Jason's Lyric;6.6;3;10;1994;Doug McHenry;1;Jackson/McHenry Company,The;119
Immortal Beloved;7.4;3;11;1994;Bernard Rose;22;Icon Entertainment International;121
Eat Drink Man Woman;7.8;11;15;1994;Ang Lee;29;Ang Lee Productions;124
Blue Chips;6.2;1;7;1994;William Friedkin;1;Paramount Pictures;108
The Cowboy Way;5.9;1;0;1994;Gregg Champion;1;Imagine Entertainment;102
